variant,N,BX,BY,TX,TY,SB,PAD,med_time_ms,std_time_ms,min_gbs,med_gbs,max_gbs,pct_peak_bw
smem_blk_swiz,16384,16,16,1,2,256,1,0.9751,0.0292,1922.9,2202.3,2290.1,61.9
smem_pad_blk,16384,16,16,1,2,32,1,0.9580,0.0265,1959.9,2241.5,2301.5,63.0
smem_pad_blk_vec,16384,16,16,1,2,32,1,0.8388,0.0148,2315.6,2560.1,2626.9,71.9
smem_pad_blk_vec_2x,16384,16,16,1,2,32,1,0.8329,0.0166,2340.2,2578.3,2676.7,72.4
naive,16384,16,8,2,1,32,1,2.1155,0.0309,944.5,1015.1,1041.2,28.5
blocked,16384,16,8,2,1,32,1,2.1848,0.0366,891.8,982.9,1008.5,27.6
blocked,16384,16,8,2,1,64,1,2.1129,0.0321,954.9,1016.4,1039.4,28.5
blocked,16384,16,8,2,1,128,1,2.1848,0.0374,873.5,982.9,1003.6,27.6
blocked,16384,16,8,2,1,256,1,2.1141,0.0310,947.3,1015.8,1034.3,28.5
smem,16384,16,8,2,1,32,1,1.4096,0.0207,1377.2,1523.5,1549.8,42.8
smem_blk,16384,16,8,2,1,32,1,1.3701,0.0326,1345.6,1567.4,1597.9,44.0
smem_blk,16384,16,8,2,1,64,1,1.4046,0.0273,1346.9,1528.9,1564.3,42.9
smem_blk,16384,16,8,2,1,128,1,1.3585,0.0246,1407.8,1580.8,1598.2,44.4
smem_blk,16384,16,8,2,1,256,1,1.4105,0.0248,1367.5,1522.5,1555.6,42.8
smem_pad,16384,16,8,2,1,32,1,1.3525,0.0284,1362.4,1587.8,1614.1,44.6
smem_swiz,16384,16,8,2,1,32,1,1.4125,0.0254,1356.7,1520.3,1566.8,42.7
smem_blk_swiz,16384,16,8,2,1,32,1,1.3689,0.0299,1364.0,1568.8,1612.8,44.1
smem_blk_swiz,16384,16,8,2,1,64,1,1.3710,0.0317,1393.1,1566.4,1600.8,44.0
smem_blk_swiz,16384,16,8,2,1,128,1,1.3695,0.0301,1362.4,1568.1,1605.4,44.0
smem_blk_swiz,16384,16,8,2,1,256,1,1.4142,0.0250,1335.4,1518.5,1548.5,42.6
smem_pad_blk,16384,16,8,2,1,32,1,1.3480,0.0270,1403.6,1593.1,1624.0,44.7
smem_pad_blk_vec,16384,16,8,2,1,32,1,1.3968,0.0222,1402.3,1537.4,1576.5,43.2
smem_pad_blk_vec_2x,16384,16,8,2,1,32,1,1.2607,0.0188,1509.2,1703.4,1720.3,47.8
naive,16384,16,16,2,2,32,1,1.8777,0.0264,1077.2,1143.6,1166.3,32.1
blocked,16384,16,16,2,2,32,1,1.8701,0.0192,1098.2,1148.3,1162.2,32.3
blocked,16384,16,16,2,2,64,1,1.8761,0.0415,961.2,1144.6,1166.8,32.1
blocked,16384,16,16,2,2,128,1,1.8127,0.0280,1091.7,1184.7,1200.6,33.3
blocked,16384,16,16,2,2,256,1,1.8831,0.0244,1082.5,1140.4,1159.6,32.0
smem,16384,16,16,2,2,32,1,0.8414,0.0407,1994.8,2552.3,2590.3,71.7
smem_blk,16384,16,16,2,2,32,1,0.8577,0.0368,2040.9,2503.8,2533.8,70.3
smem_blk,16384,16,16,2,2,64,1,0.8398,0.0378,2034.0,2557.2,2596.1,71.8
smem_blk,16384,16,16,2,2,128,1,0.8569,0.0374,2030.4,2506.2,2539.9,70.4
smem_blk,16384,16,16,2,2,256,1,0.8405,0.0365,2053.0,2554.9,2587.8,71.8
smem_pad,16384,16,16,2,2,32,1,0.8358,0.0308,2233.6,2569.5,2684.5,72.2
smem_swiz,16384,16,16,2,2,32,1,0.8342,0.0261,2352.2,2574.2,2643.2,72.3
smem_blk_swiz,16384,16,16,2,2,32,1,0.8553,0.0229,2293.9,2510.7,2584.7,70.5
smem_blk_swiz,16384,16,16,2,2,64,1,0.8299,0.0356,2287.7,2587.8,2733.1,72.7
smem_blk_swiz,16384,16,16,2,2,128,1,0.8406,0.0315,2218.5,2554.6,2668.3,71.7
smem_blk_swiz,16384,16,16,2,2,256,1,0.8273,0.0332,2243.1,2595.6,2726.7,72.9
smem_pad_blk,16384,16,16,2,2,32,1,0.8403,0.0277,2348.3,2555.7,2688.8,71.8
smem_pad_blk_vec,16384,16,16,2,2,32,1,0.7157,0.0189,2724.5,3000.7,3120.6,84.3
smem_pad_blk_vec_2x,16384,16,16,2,2,32,1,0.7010,0.0276,2723.4,3063.6,3128.2,86.0
naive,16384,16,8,1,4,32,1,2.3595,0.0255,830.8,910.1,936.2,25.6
blocked,16384,16,8,1,4,32,1,2.3982,0.0271,828.2,895.4,907.6,25.1
blocked,16384,16,8,1,4,64,1,2.3376,0.1022,656.7,918.7,948.1,25.8
blocked,16384,16,8,1,4,128,1,2.3475,0.0280,849.8,914.8,924.2,25.7
blocked,16384,16,8,1,4,256,1,2.3395,0.0943,662.3,917.9,947.3,25.8
smem,16384,16,8,1,4,32,1,0.9117,0.0700,1641.6,2355.5,2424.7,66.2
smem_blk,16384,16,8,1,4,32,1,0.9460,0.0171,2120.8,2270.0,2450.7,63.8
smem_blk,16384,16,8,1,4,64,1,0.9150,0.0147,2191.7,2346.9,2411.2,65.9
smem_blk,16384,16,8,1,4,128,1,0.9100,0.0274,2046.4,2360.0,2441.0,66.3
smem_blk,16384,16,8,1,4,256,1,0.9519,0.0133,2144.8,2255.9,2398.2,63.4
smem_pad,16384,16,8,1,4,32,1,0.9028,0.0741,1598.0,2378.6,2444.1,66.8
smem_swiz,16384,16,8,1,4,32,1,0.9299,0.0671,1595.9,2309.3,2406.6,64.9
smem_blk_swiz,16384,16,8,1,4,32,1,0.9207,0.0710,1606.4,2332.5,2443.1,65.5
smem_blk_swiz,16384,16,8,1,4,64,1,0.9262,0.0669,1600.7,2318.5,2381.3,65.1
smem_blk_swiz,16384,16,8,1,4,128,1,0.9222,0.0635,1639.0,2328.6,2415.1,65.4
smem_blk_swiz,16384,16,8,1,4,256,1,0.9354,0.0217,2099.8,2295.7,2338.7,64.5
smem_pad_blk,16384,16,8,1,4,32,1,0.9026,0.0721,1637.1,2379.2,2470.5,66.8
smem_pad_blk_vec,16384,16,8,1,4,32,1,0.8551,0.0216,2257.0,2511.5,2574.0,70.5
smem_pad_blk_vec_2x,16384,16,8,1,4,32,1,0.8104,0.0858,1586.5,2650.0,2686.8,74.4
naive,16384,16,16,1,4,32,1,2.1900,0.0419,840.1,980.6,992.2,27.5
blocked,16384,16,16,1,4,32,1,2.2661,0.0274,863.4,947.6,990.9,26.6
blocked,16384,16,16,1,4,64,1,2.1890,0.0353,878.7,981.0,990.8,27.6
blocked,16384,16,16,1,4,128,1,2.2694,0.0271,861.7,946.3,994.4,26.6
blocked,16384,16,16,1,4,256,1,2.1904,0.0382,851.2,980.4,988.4,27.5
smem,16384,16,16,1,4,32,1,0.9169,0.0257,2083.1,2342.2,2432.8,65.8
smem_blk,16384,16,16,1,4,32,1,0.9153,0.0287,2089.6,2346.1,2429.2,65.9
smem_blk,16384,16,16,1,4,64,1,0.9137,0.0720,1593.5,2350.4,2426.4,66.0
smem_blk,16384,16,16,1,4,128,1,0.9100,0.0738,1623.4,2359.8,2416.9,66.3
smem_blk,16384,16,16,1,4,256,1,0.9145,0.0711,1594.4,2348.3,2436.2,65.9
smem_pad,16384,16,16,1,4,32,1,0.9371,0.0743,1631.8,2291.7,2432.4,64.4
smem_swiz,16384,16,16,1,4,32,1,0.9119,0.0733,1628.7,2354.9,2416.6,66.1
smem_blk_swiz,16384,16,16,1,4,32,1,0.9226,0.0319,2037.9,2327.7,2383.5,65.4
smem_blk_swiz,16384,16,16,1,4,64,1,0.9186,0.0343,2071.7,2337.7,2416.7,65.7
smem_blk_swiz,16384,16,16,1,4,128,1,0.9139,0.0726,1596.8,2349.7,2395.8,66.0
smem_blk_swiz,16384,16,16,1,4,256,1,0.9153,0.0736,1598.7,2346.1,2406.3,65.9
smem_pad_blk,16384,16,16,1,4,32,1,0.9071,0.0752,1595.8,2367.5,2433.6,66.5
smem_pad_blk_vec,16384,16,16,1,4,32,1,0.8459,0.0228,2311.6,2538.6,2586.1,71.3
smem_pad_blk_vec_2x,16384,16,16,1,4,32,1,0.8629,0.0288,2217.8,2488.7,2641.3,69.9
naive,16384,64,8,1,4,32,1,6.7916,0.0728,298.6,316.2,325.0,8.9
blocked,16384,64,8,1,4,32,1,6.8047,0.0763,297.2,315.6,326.2,8.9
blocked,16384,64,8,1,4,64,1,6.7924,0.0703,296.3,316.2,326.0,8.9
blocked,16384,64,8,1,4,128,1,6.7930,0.0729,297.4,316.1,321.6,8.9
blocked,16384,64,8,1,4,256,1,6.7907,0.0595,293.7,316.2,323.3,8.9
smem,16384,64,8,1,4,32,1,0.8984,0.0238,2078.5,2390.3,2415.2,67.1
smem_blk,16384,64,8,1,4,32,1,0.8855,0.0262,2067.5,2425.1,2454.9,68.1
smem_blk,16384,64,8,1,4,64,1,0.8989,0.0335,1897.1,2389.0,2405.4,67.1
smem_blk,16384,64,8,1,4,128,1,0.8855,0.0330,1975.7,2425.0,2454.0,68.1
smem_blk,16384,64,8,1,4,256,1,0.8985,0.0252,2046.2,2390.0,2416.0,67.1
smem_pad,16384,64,8,1,4,32,1,0.8135,0.0267,2367.2,2639.9,2721.9,74.1
smem_swiz,16384,64,8,1,4,32,1,0.8498,0.0442,1967.4,2527.1,2553.4,71.0
smem_blk_swiz,16384,64,8,1,4,32,1,0.8541,0.0351,2074.8,2514.4,2610.3,70.6
smem_blk_swiz,16384,64,8,1,4,64,1,0.8522,0.0343,2029.8,2519.8,2558.0,70.8
smem_blk_swiz,16384,64,8,1,4,128,1,0.8284,0.0263,2330.7,2592.2,2666.6,72.8
smem_blk_swiz,16384,64,8,1,4,256,1,0.8573,0.0285,2308.3,2505.0,2629.8,70.4
smem_pad_blk,16384,64,8,1,4,32,1,0.8318,0.0392,1993.9,2581.8,2624.6,72.5
smem_pad_blk_vec,16384,64,8,1,4,32,1,0.6837,0.0250,2733.4,3140.8,3202.7,88.2
smem_pad_blk_vec_2x,16384,64,8,1,4,32,1,0.6699,0.0342,2751.2,3205.6,3335.5,90.0
naive,16384,64,16,1,2,32,1,6.5326,0.0660,313.2,328.7,333.4,9.2
blocked,16384,64,16,1,2,32,1,6.5438,0.1568,267.5,328.2,333.5,9.2
blocked,16384,64,16,1,2,64,1,6.5268,0.0688,310.1,329.0,333.5,9.2
blocked,16384,64,16,1,2,128,1,6.5536,0.0783,302.4,327.7,333.6,9.2
blocked,16384,64,16,1,2,256,1,6.5256,0.1541,268.4,329.1,333.6,9.2
smem,16384,64,16,1,2,32,1,1.1183,0.0349,1563.2,1920.3,1944.1,53.9
smem_blk,16384,64,16,1,2,32,1,1.1357,0.0360,1523.4,1890.8,1920.4,53.1
smem_blk,16384,64,16,1,2,64,1,1.1181,0.0318,1611.4,1920.6,1945.0,53.9
smem_blk,16384,64,16,1,2,128,1,1.1332,0.0268,1710.6,1895.0,1912.9,53.2
smem_blk,16384,64,16,1,2,256,1,1.1209,0.0285,1664.4,1915.8,1940.7,53.8
smem_pad,16384,64,16,1,2,32,1,0.9103,0.0250,2105.1,2359.2,2443.4,66.3
smem_swiz,16384,64,16,1,2,32,1,0.9521,0.0258,2060.0,2255.6,2341.5,63.3
smem_blk_swiz,16384,64,16,1,2,32,1,0.9349,0.0283,2072.9,2297.1,2317.9,64.5
smem_blk_swiz,16384,64,16,1,2,64,1,0.9256,0.0430,1771.8,2320.0,2350.6,65.2
smem_blk_swiz,16384,64,16,1,2,128,1,0.9366,0.0256,2077.3,2292.9,2324.3,64.4
smem_blk_swiz,16384,64,16,1,2,256,1,0.9264,0.0445,1811.4,2318.1,2347.0,65.1
smem_pad_blk,16384,64,16,1,2,32,1,0.8867,0.0199,2245.5,2421.9,2451.7,68.0
smem_pad_blk_vec,16384,64,16,1,2,32,1,0.7285,0.0094,2750.2,2947.9,3072.4,82.8
smem_pad_blk_vec_2x,16384,64,16,1,2,32,1,0.7084,0.0523,2168.0,3031.6,3182.6,85.1
naive,16384,64,16,1,4,32,1,8.4934,0.0530,248.9,252.8,259.1,7.1
blocked,16384,64,16,1,4,32,1,8.6330,0.1061,222.2,248.8,250.6,7.0
blocked,16384,64,16,1,4,64,1,8.4957,0.0494,250.7,252.8,259.0,7.1
blocked,16384,64,16,1,4,128,1,8.6423,0.0267,245.0,248.5,250.1,7.0
blocked,16384,64,16,1,4,256,1,8.4902,0.0566,249.8,252.9,259.4,7.1
smem,16384,64,16,1,4,32,1,1.1246,0.0312,1675.2,1909.5,1969.0,53.6
smem_blk,16384,64,16,1,4,32,1,1.1206,0.0290,1704.8,1916.3,1983.1,53.8
smem_blk,16384,64,16,1,4,64,1,1.1255,0.0339,1662.5,1908.1,1981.1,53.6
smem_blk,16384,64,16,1,4,128,1,1.1203,0.0317,1681.9,1916.9,2002.6,53.8
smem_blk,16384,64,16,1,4,256,1,1.1251,0.0302,1711.2,1908.7,1973.9,53.6
smem_pad,16384,64,16,1,4,32,1,0.8706,0.0512,1865.6,2466.7,2582.1,69.3
smem_swiz,16384,64,16,1,4,32,1,0.8986,0.0243,2188.7,2389.9,2502.3,67.1
smem_blk_swiz,16384,64,16,1,4,32,1,0.8865,0.0309,2096.5,2422.4,2540.7,68.0
smem_blk_swiz,16384,64,16,1,4,64,1,0.8968,0.0333,2093.7,2394.7,2506.9,67.3
smem_blk_swiz,16384,64,16,1,4,128,1,0.8896,0.0342,2076.2,2414.1,2543.0,67.8
smem_blk_swiz,16384,64,16,1,4,256,1,0.8986,0.0327,2128.7,2389.7,2509.4,67.1
smem_pad_blk,16384,64,16,1,4,32,1,0.8722,0.0369,2125.8,2462.2,2581.0,69.1
smem_pad_blk_vec,16384,64,16,1,4,32,1,0.7216,0.0184,2650.0,2975.8,3033.2,83.6
smem_pad_blk_vec_2x,16384,64,16,1,4,32,1,0.7000,0.0328,2803.6,3067.6,3323.0,86.2
naive,16384,64,16,2,1,32,1,5.7738,0.0834,343.2,371.9,381.0,10.4
blocked,16384,64,16,2,1,32,1,5.6770,0.0783,349.9,378.3,385.4,10.6
blocked,16384,64,16,2,1,64,1,5.7665,0.1004,328.2,372.4,379.8,10.5
blocked,16384,64,16,2,1,128,1,5.6901,0.0960,344.5,377.4,387.5,10.6
blocked,16384,64,16,2,1,256,1,5.7923,0.0845,344.5,370.7,380.7,10.4
smem,16384,64,16,2,1,32,1,1.0610,0.0172,1880.0,2023.9,2049.0,56.8
smem_blk,16384,64,16,2,1,32,1,1.1269,0.0202,1757.9,1905.7,1943.5,53.5
smem_blk,16384,64,16,2,1,64,1,1.0605,0.0179,1897.8,2024.9,2049.4,56.9
smem_blk,16384,64,16,2,1,128,1,1.1245,0.0193,1743.4,1909.7,1930.2,53.6
smem_blk,16384,64,16,2,1,256,1,1.0613,0.0219,1801.8,2023.4,2046.1,56.8
smem_pad,16384,64,16,2,1,32,1,0.9531,0.0208,2016.7,2253.2,2315.9,63.3
smem_swiz,16384,64,16,2,1,32,1,0.9239,0.0245,2075.2,2324.4,2377.6,65.3
smem_blk_swiz,16384,64,16,2,1,32,1,0.9595,0.0239,2035.7,2238.2,2280.4,62.9
smem_blk_swiz,16384,64,16,2,1,64,1,0.9230,0.0263,2042.3,2326.6,2374.1,65.3
smem_blk_swiz,16384,64,16,2,1,128,1,0.9604,0.0235,2007.6,2236.1,2288.6,62.8
smem_blk_swiz,16384,64,16,2,1,256,1,0.9227,0.0256,2052.6,2327.4,2371.0,65.4
smem_pad_blk,16384,64,16,2,1,32,1,0.9544,0.0211,2061.2,2250.2,2302.3,63.2
smem_pad_blk_vec,16384,64,16,2,1,32,1,0.7935,0.0110,2549.5,2706.2,2786.9,76.0
smem_pad_blk_vec_2x,16384,64,16,2,1,32,1,0.8646,0.0077,2369.6,2483.7,2553.0,69.8
naive,16384,64,16,2,2,32,1,5.0900,0.0577,393.1,421.9,425.9,11.8
blocked,16384,64,16,2,2,32,1,5.1697,0.0645,385.2,415.4,420.8,11.7
blocked,16384,64,16,2,2,64,1,5.0924,0.0965,358.0,421.7,429.1,11.8
blocked,16384,64,16,2,2,128,1,5.1753,0.0612,385.9,414.9,419.9,11.7
blocked,16384,64,16,2,2,256,1,5.0864,0.0558,394.4,422.2,426.2,11.9
smem,16384,64,16,2,2,32,1,1.1127,0.0380,1630.9,1930.0,1996.3,54.2
smem_blk,16384,64,16,2,2,32,1,1.1224,0.0366,1603.6,1913.3,2015.7,53.7
smem_blk,16384,64,16,2,2,64,1,1.1117,0.0357,1635.0,1931.7,1996.8,54.3
smem_blk,16384,64,16,2,2,128,1,1.1260,0.0365,1647.0,1907.1,2036.6,53.6
smem_blk,16384,64,16,2,2,256,1,1.1104,0.0342,1590.6,1934.0,2044.2,54.3
smem_pad,16384,64,16,2,2,32,1,0.8713,0.0319,2007.8,2464.7,2567.2,69.2
smem_swiz,16384,64,16,2,2,32,1,0.9045,0.0208,2191.8,2374.2,2461.8,66.7
smem_blk_swiz,16384,64,16,2,2,32,1,0.8798,0.0241,2211.2,2440.9,2531.9,68.6
smem_blk_swiz,16384,64,16,2,2,64,1,0.9009,0.0275,1995.1,2383.6,2455.3,66.9
smem_blk_swiz,16384,64,16,2,2,128,1,0.8795,0.0265,2261.9,2441.6,2569.6,68.6
smem_blk_swiz,16384,64,16,2,2,256,1,0.9047,0.0200,2144.1,2373.8,2454.5,66.7
smem_pad_blk,16384,64,16,2,2,32,1,0.8655,0.0196,2292.9,2481.2,2601.7,69.7
smem_pad_blk_vec,16384,64,16,2,2,32,1,0.6671,0.0107,2902.6,3219.1,3301.6,90.4
smem_pad_blk_vec_2x,16384,64,16,2,2,32,1,0.6478,0.0271,2770.9,3314.9,3367.8,93.1
hiptensor,16384,0,0,0,0,32,0,1.0565,0.0174,1876.4,2032.7,2053.3,57.1
hiptensor_blk,16384,0,0,0,0,32,0,0.7520,0.0137,2625.4,2855.5,2953.4,80.2
hiptensor_blk,16384,0,0,0,0,64,0,0.7550,0.0133,2600.5,2843.1,2901.1,79.8
hiptensor_blk,16384,0,0,0,0,128,0,0.7570,0.0149,2578.1,2837.3,2923.0,79.7
hiptensor_blk,16384,0,0,0,0,256,0,0.7170,0.0296,2137.2,2996.3,3098.2,84.2
