id,cv,cv_IC,ch,ch_IC,f,f_IC,s,s_IC,n,n_IN,lm,lm_IC,n_groups_with_evidence
486,V6,v_first,V1,h_first,V1,h_first,V1,h_first,V1,SoA,V1,h_first,4
487,V6,v_first,V1,h_first,V1,h_first,V1,h_first,V1,SoA,V2,h_first,4
488,V6,v_first,V1,h_first,V1,h_first,V1,h_first,V1,SoA,V6,v_first,4
489,V6,v_first,V1,h_first,V1,h_first,V1,h_first,V2,AoS,V1,h_first,4
490,V6,v_first,V1,h_first,V1,h_first,V1,h_first,V2,AoS,V2,h_first,4
491,V6,v_first,V1,h_first,V1,h_first,V1,h_first,V2,AoS,V6,v_first,4
492,V6,v_first,V1,h_first,V1,h_first,V1,h_first,V6,AoS,V1,h_first,4
493,V6,v_first,V1,h_first,V1,h_first,V1,h_first,V6,AoS,V2,h_first,4
494,V6,v_first,V1,h_first,V1,h_first,V1,h_first,V6,AoS,V6,v_first,4
495,V6,v_first,V1,h_first,V1,h_first,V2,h_first,V1,SoA,V1,h_first,4
496,V6,v_first,V1,h_first,V1,h_first,V2,h_first,V1,SoA,V2,h_first,4
497,V6,v_first,V1,h_first,V1,h_first,V2,h_first,V1,SoA,V6,v_first,4
498,V6,v_first,V1,h_first,V1,h_first,V2,h_first,V2,AoS,V1,h_first,4
499,V6,v_first,V1,h_first,V1,h_first,V2,h_first,V2,AoS,V2,h_first,4
500,V6,v_first,V1,h_first,V1,h_first,V2,h_first,V2,AoS,V6,v_first,4
501,V6,v_first,V1,h_first,V1,h_first,V2,h_first,V6,AoS,V1,h_first,4
502,V6,v_first,V1,h_first,V1,h_first,V2,h_first,V6,AoS,V2,h_first,4
503,V6,v_first,V1,h_first,V1,h_first,V2,h_first,V6,AoS,V6,v_first,4
504,V6,v_first,V1,h_first,V1,h_first,V6,v_first,V1,SoA,V1,h_first,4
505,V6,v_first,V1,h_first,V1,h_first,V6,v_first,V1,SoA,V2,h_first,4
506,V6,v_first,V1,h_first,V1,h_first,V6,v_first,V1,SoA,V6,v_first,4
507,V6,v_first,V1,h_first,V1,h_first,V6,v_first,V2,AoS,V1,h_first,4
508,V6,v_first,V1,h_first,V1,h_first,V6,v_first,V2,AoS,V2,h_first,4
509,V6,v_first,V1,h_first,V1,h_first,V6,v_first,V2,AoS,V6,v_first,4
510,V6,v_first,V1,h_first,V1,h_first,V6,v_first,V6,AoS,V1,h_first,4
511,V6,v_first,V1,h_first,V1,h_first,V6,v_first,V6,AoS,V2,h_first,4
512,V6,v_first,V1,h_first,V1,h_first,V6,v_first,V6,AoS,V6,v_first,4
513,V6,v_first,V1,h_first,V2,h_first,V1,h_first,V1,SoA,V1,h_first,4
514,V6,v_first,V1,h_first,V2,h_first,V1,h_first,V1,SoA,V2,h_first,4
515,V6,v_first,V1,h_first,V2,h_first,V1,h_first,V1,SoA,V6,v_first,4
516,V6,v_first,V1,h_first,V2,h_first,V1,h_first,V2,AoS,V1,h_first,4
517,V6,v_first,V1,h_first,V2,h_first,V1,h_first,V2,AoS,V2,h_first,4
518,V6,v_first,V1,h_first,V2,h_first,V1,h_first,V2,AoS,V6,v_first,4
519,V6,v_first,V1,h_first,V2,h_first,V1,h_first,V6,AoS,V1,h_first,4
520,V6,v_first,V1,h_first,V2,h_first,V1,h_first,V6,AoS,V2,h_first,4
521,V6,v_first,V1,h_first,V2,h_first,V1,h_first,V6,AoS,V6,v_first,4
522,V6,v_first,V1,h_first,V2,h_first,V2,h_first,V1,SoA,V1,h_first,4
523,V6,v_first,V1,h_first,V2,h_first,V2,h_first,V1,SoA,V2,h_first,4
524,V6,v_first,V1,h_first,V2,h_first,V2,h_first,V1,SoA,V6,v_first,4
525,V6,v_first,V1,h_first,V2,h_first,V2,h_first,V2,AoS,V1,h_first,4
526,V6,v_first,V1,h_first,V2,h_first,V2,h_first,V2,AoS,V2,h_first,4
527,V6,v_first,V1,h_first,V2,h_first,V2,h_first,V2,AoS,V6,v_first,4
528,V6,v_first,V1,h_first,V2,h_first,V2,h_first,V6,AoS,V1,h_first,4
529,V6,v_first,V1,h_first,V2,h_first,V2,h_first,V6,AoS,V2,h_first,4
530,V6,v_first,V1,h_first,V2,h_first,V2,h_first,V6,AoS,V6,v_first,4
531,V6,v_first,V1,h_first,V2,h_first,V6,v_first,V1,SoA,V1,h_first,4
532,V6,v_first,V1,h_first,V2,h_first,V6,v_first,V1,SoA,V2,h_first,4
533,V6,v_first,V1,h_first,V2,h_first,V6,v_first,V1,SoA,V6,v_first,4
534,V6,v_first,V1,h_first,V2,h_first,V6,v_first,V2,AoS,V1,h_first,4
535,V6,v_first,V1,h_first,V2,h_first,V6,v_first,V2,AoS,V2,h_first,4
536,V6,v_first,V1,h_first,V2,h_first,V6,v_first,V2,AoS,V6,v_first,4
537,V6,v_first,V1,h_first,V2,h_first,V6,v_first,V6,AoS,V1,h_first,4
538,V6,v_first,V1,h_first,V2,h_first,V6,v_first,V6,AoS,V2,h_first,4
539,V6,v_first,V1,h_first,V2,h_first,V6,v_first,V6,AoS,V6,v_first,4
540,V6,v_first,V1,h_first,V6,v_first,V1,h_first,V1,SoA,V1,h_first,4
541,V6,v_first,V1,h_first,V6,v_first,V1,h_first,V1,SoA,V2,h_first,4
542,V6,v_first,V1,h_first,V6,v_first,V1,h_first,V1,SoA,V6,v_first,4
543,V6,v_first,V1,h_first,V6,v_first,V1,h_first,V2,AoS,V1,h_first,4
544,V6,v_first,V1,h_first,V6,v_first,V1,h_first,V2,AoS,V2,h_first,4
545,V6,v_first,V1,h_first,V6,v_first,V1,h_first,V2,AoS,V6,v_first,4
546,V6,v_first,V1,h_first,V6,v_first,V1,h_first,V6,AoS,V1,h_first,4
547,V6,v_first,V1,h_first,V6,v_first,V1,h_first,V6,AoS,V2,h_first,4
548,V6,v_first,V1,h_first,V6,v_first,V1,h_first,V6,AoS,V6,v_first,4
549,V6,v_first,V1,h_first,V6,v_first,V2,h_first,V1,SoA,V1,h_first,4
550,V6,v_first,V1,h_first,V6,v_first,V2,h_first,V1,SoA,V2,h_first,4
551,V6,v_first,V1,h_first,V6,v_first,V2,h_first,V1,SoA,V6,v_first,4
552,V6,v_first,V1,h_first,V6,v_first,V2,h_first,V2,AoS,V1,h_first,4
553,V6,v_first,V1,h_first,V6,v_first,V2,h_first,V2,AoS,V2,h_first,4
554,V6,v_first,V1,h_first,V6,v_first,V2,h_first,V2,AoS,V6,v_first,4
555,V6,v_first,V1,h_first,V6,v_first,V2,h_first,V6,AoS,V1,h_first,4
556,V6,v_first,V1,h_first,V6,v_first,V2,h_first,V6,AoS,V2,h_first,4
557,V6,v_first,V1,h_first,V6,v_first,V2,h_first,V6,AoS,V6,v_first,4
558,V6,v_first,V1,h_first,V6,v_first,V6,v_first,V1,SoA,V1,h_first,4
559,V6,v_first,V1,h_first,V6,v_first,V6,v_first,V1,SoA,V2,h_first,4
560,V6,v_first,V1,h_first,V6,v_first,V6,v_first,V1,SoA,V6,v_first,4
561,V6,v_first,V1,h_first,V6,v_first,V6,v_first,V2,AoS,V1,h_first,4
562,V6,v_first,V1,h_first,V6,v_first,V6,v_first,V2,AoS,V2,h_first,4
563,V6,v_first,V1,h_first,V6,v_first,V6,v_first,V2,AoS,V6,v_first,4
564,V6,v_first,V1,h_first,V6,v_first,V6,v_first,V6,AoS,V1,h_first,4
565,V6,v_first,V1,h_first,V6,v_first,V6,v_first,V6,AoS,V2,h_first,4
566,V6,v_first,V1,h_first,V6,v_first,V6,v_first,V6,AoS,V6,v_first,4
567,V6,v_first,V2,h_first,V1,h_first,V1,h_first,V1,SoA,V1,h_first,3
568,V6,v_first,V2,h_first,V1,h_first,V1,h_first,V1,SoA,V2,h_first,3
569,V6,v_first,V2,h_first,V1,h_first,V1,h_first,V1,SoA,V6,v_first,3
570,V6,v_first,V2,h_first,V1,h_first,V1,h_first,V2,AoS,V1,h_first,3
571,V6,v_first,V2,h_first,V1,h_first,V1,h_first,V2,AoS,V2,h_first,3
572,V6,v_first,V2,h_first,V1,h_first,V1,h_first,V2,AoS,V6,v_first,3
573,V6,v_first,V2,h_first,V1,h_first,V1,h_first,V6,AoS,V1,h_first,3
574,V6,v_first,V2,h_first,V1,h_first,V1,h_first,V6,AoS,V2,h_first,3
575,V6,v_first,V2,h_first,V1,h_first,V1,h_first,V6,AoS,V6,v_first,3
576,V6,v_first,V2,h_first,V1,h_first,V2,h_first,V1,SoA,V1,h_first,3
577,V6,v_first,V2,h_first,V1,h_first,V2,h_first,V1,SoA,V2,h_first,3
578,V6,v_first,V2,h_first,V1,h_first,V2,h_first,V1,SoA,V6,v_first,3
579,V6,v_first,V2,h_first,V1,h_first,V2,h_first,V2,AoS,V1,h_first,3
580,V6,v_first,V2,h_first,V1,h_first,V2,h_first,V2,AoS,V2,h_first,3
581,V6,v_first,V2,h_first,V1,h_first,V2,h_first,V2,AoS,V6,v_first,3
582,V6,v_first,V2,h_first,V1,h_first,V2,h_first,V6,AoS,V1,h_first,3
583,V6,v_first,V2,h_first,V1,h_first,V2,h_first,V6,AoS,V2,h_first,3
584,V6,v_first,V2,h_first,V1,h_first,V2,h_first,V6,AoS,V6,v_first,3
585,V6,v_first,V2,h_first,V1,h_first,V6,v_first,V1,SoA,V1,h_first,3
586,V6,v_first,V2,h_first,V1,h_first,V6,v_first,V1,SoA,V2,h_first,3
587,V6,v_first,V2,h_first,V1,h_first,V6,v_first,V1,SoA,V6,v_first,3
588,V6,v_first,V2,h_first,V1,h_first,V6,v_first,V2,AoS,V1,h_first,3
589,V6,v_first,V2,h_first,V1,h_first,V6,v_first,V2,AoS,V2,h_first,3
590,V6,v_first,V2,h_first,V1,h_first,V6,v_first,V2,AoS,V6,v_first,3
591,V6,v_first,V2,h_first,V1,h_first,V6,v_first,V6,AoS,V1,h_first,3
592,V6,v_first,V2,h_first,V1,h_first,V6,v_first,V6,AoS,V2,h_first,3
593,V6,v_first,V2,h_first,V1,h_first,V6,v_first,V6,AoS,V6,v_first,3
594,V6,v_first,V2,h_first,V2,h_first,V1,h_first,V1,SoA,V1,h_first,3
595,V6,v_first,V2,h_first,V2,h_first,V1,h_first,V1,SoA,V2,h_first,3
596,V6,v_first,V2,h_first,V2,h_first,V1,h_first,V1,SoA,V6,v_first,3
597,V6,v_first,V2,h_first,V2,h_first,V1,h_first,V2,AoS,V1,h_first,3
598,V6,v_first,V2,h_first,V2,h_first,V1,h_first,V2,AoS,V2,h_first,3
599,V6,v_first,V2,h_first,V2,h_first,V1,h_first,V2,AoS,V6,v_first,3
600,V6,v_first,V2,h_first,V2,h_first,V1,h_first,V6,AoS,V1,h_first,3
601,V6,v_first,V2,h_first,V2,h_first,V1,h_first,V6,AoS,V2,h_first,3
602,V6,v_first,V2,h_first,V2,h_first,V1,h_first,V6,AoS,V6,v_first,3
603,V6,v_first,V2,h_first,V2,h_first,V2,h_first,V1,SoA,V1,h_first,3
604,V6,v_first,V2,h_first,V2,h_first,V2,h_first,V1,SoA,V2,h_first,3
605,V6,v_first,V2,h_first,V2,h_first,V2,h_first,V1,SoA,V6,v_first,3
606,V6,v_first,V2,h_first,V2,h_first,V2,h_first,V2,AoS,V1,h_first,3
607,V6,v_first,V2,h_first,V2,h_first,V2,h_first,V2,AoS,V2,h_first,3
608,V6,v_first,V2,h_first,V2,h_first,V2,h_first,V2,AoS,V6,v_first,3
609,V6,v_first,V2,h_first,V2,h_first,V2,h_first,V6,AoS,V1,h_first,3
610,V6,v_first,V2,h_first,V2,h_first,V2,h_first,V6,AoS,V2,h_first,3
611,V6,v_first,V2,h_first,V2,h_first,V2,h_first,V6,AoS,V6,v_first,3
612,V6,v_first,V2,h_first,V2,h_first,V6,v_first,V1,SoA,V1,h_first,3
613,V6,v_first,V2,h_first,V2,h_first,V6,v_first,V1,SoA,V2,h_first,3
614,V6,v_first,V2,h_first,V2,h_first,V6,v_first,V1,SoA,V6,v_first,3
615,V6,v_first,V2,h_first,V2,h_first,V6,v_first,V2,AoS,V1,h_first,3
616,V6,v_first,V2,h_first,V2,h_first,V6,v_first,V2,AoS,V2,h_first,3
617,V6,v_first,V2,h_first,V2,h_first,V6,v_first,V2,AoS,V6,v_first,3
618,V6,v_first,V2,h_first,V2,h_first,V6,v_first,V6,AoS,V1,h_first,3
619,V6,v_first,V2,h_first,V2,h_first,V6,v_first,V6,AoS,V2,h_first,3
620,V6,v_first,V2,h_first,V2,h_first,V6,v_first,V6,AoS,V6,v_first,3
621,V6,v_first,V2,h_first,V6,v_first,V1,h_first,V1,SoA,V1,h_first,3
622,V6,v_first,V2,h_first,V6,v_first,V1,h_first,V1,SoA,V2,h_first,3
623,V6,v_first,V2,h_first,V6,v_first,V1,h_first,V1,SoA,V6,v_first,3
624,V6,v_first,V2,h_first,V6,v_first,V1,h_first,V2,AoS,V1,h_first,3
625,V6,v_first,V2,h_first,V6,v_first,V1,h_first,V2,AoS,V2,h_first,3
626,V6,v_first,V2,h_first,V6,v_first,V1,h_first,V2,AoS,V6,v_first,3
627,V6,v_first,V2,h_first,V6,v_first,V1,h_first,V6,AoS,V1,h_first,3
628,V6,v_first,V2,h_first,V6,v_first,V1,h_first,V6,AoS,V2,h_first,3
629,V6,v_first,V2,h_first,V6,v_first,V1,h_first,V6,AoS,V6,v_first,3
630,V6,v_first,V2,h_first,V6,v_first,V2,h_first,V1,SoA,V1,h_first,3
631,V6,v_first,V2,h_first,V6,v_first,V2,h_first,V1,SoA,V2,h_first,3
632,V6,v_first,V2,h_first,V6,v_first,V2,h_first,V1,SoA,V6,v_first,3
633,V6,v_first,V2,h_first,V6,v_first,V2,h_first,V2,AoS,V1,h_first,3
634,V6,v_first,V2,h_first,V6,v_first,V2,h_first,V2,AoS,V2,h_first,3
635,V6,v_first,V2,h_first,V6,v_first,V2,h_first,V2,AoS,V6,v_first,3
636,V6,v_first,V2,h_first,V6,v_first,V2,h_first,V6,AoS,V1,h_first,3
637,V6,v_first,V2,h_first,V6,v_first,V2,h_first,V6,AoS,V2,h_first,3
638,V6,v_first,V2,h_first,V6,v_first,V2,h_first,V6,AoS,V6,v_first,3
639,V6,v_first,V2,h_first,V6,v_first,V6,v_first,V1,SoA,V1,h_first,3
640,V6,v_first,V2,h_first,V6,v_first,V6,v_first,V1,SoA,V2,h_first,3
641,V6,v_first,V2,h_first,V6,v_first,V6,v_first,V1,SoA,V6,v_first,3
642,V6,v_first,V2,h_first,V6,v_first,V6,v_first,V2,AoS,V1,h_first,3
643,V6,v_first,V2,h_first,V6,v_first,V6,v_first,V2,AoS,V2,h_first,3
644,V6,v_first,V2,h_first,V6,v_first,V6,v_first,V2,AoS,V6,v_first,3
645,V6,v_first,V2,h_first,V6,v_first,V6,v_first,V6,AoS,V1,h_first,3
646,V6,v_first,V2,h_first,V6,v_first,V6,v_first,V6,AoS,V2,h_first,3
647,V6,v_first,V2,h_first,V6,v_first,V6,v_first,V6,AoS,V6,v_first,3
648,V6,v_first,V6,v_first,V1,h_first,V1,h_first,V1,SoA,V1,h_first,3
649,V6,v_first,V6,v_first,V1,h_first,V1,h_first,V1,SoA,V2,h_first,3
650,V6,v_first,V6,v_first,V1,h_first,V1,h_first,V1,SoA,V6,v_first,3
651,V6,v_first,V6,v_first,V1,h_first,V1,h_first,V2,AoS,V1,h_first,3
652,V6,v_first,V6,v_first,V1,h_first,V1,h_first,V2,AoS,V2,h_first,3
653,V6,v_first,V6,v_first,V1,h_first,V1,h_first,V2,AoS,V6,v_first,3
654,V6,v_first,V6,v_first,V1,h_first,V1,h_first,V6,AoS,V1,h_first,3
655,V6,v_first,V6,v_first,V1,h_first,V1,h_first,V6,AoS,V2,h_first,3
656,V6,v_first,V6,v_first,V1,h_first,V1,h_first,V6,AoS,V6,v_first,3
657,V6,v_first,V6,v_first,V1,h_first,V2,h_first,V1,SoA,V1,h_first,3
658,V6,v_first,V6,v_first,V1,h_first,V2,h_first,V1,SoA,V2,h_first,3
659,V6,v_first,V6,v_first,V1,h_first,V2,h_first,V1,SoA,V6,v_first,3
660,V6,v_first,V6,v_first,V1,h_first,V2,h_first,V2,AoS,V1,h_first,3
661,V6,v_first,V6,v_first,V1,h_first,V2,h_first,V2,AoS,V2,h_first,3
662,V6,v_first,V6,v_first,V1,h_first,V2,h_first,V2,AoS,V6,v_first,3
663,V6,v_first,V6,v_first,V1,h_first,V2,h_first,V6,AoS,V1,h_first,3
664,V6,v_first,V6,v_first,V1,h_first,V2,h_first,V6,AoS,V2,h_first,3
665,V6,v_first,V6,v_first,V1,h_first,V2,h_first,V6,AoS,V6,v_first,3
666,V6,v_first,V6,v_first,V1,h_first,V6,v_first,V1,SoA,V1,h_first,3
667,V6,v_first,V6,v_first,V1,h_first,V6,v_first,V1,SoA,V2,h_first,3
668,V6,v_first,V6,v_first,V1,h_first,V6,v_first,V1,SoA,V6,v_first,3
669,V6,v_first,V6,v_first,V1,h_first,V6,v_first,V2,AoS,V1,h_first,3
670,V6,v_first,V6,v_first,V1,h_first,V6,v_first,V2,AoS,V2,h_first,3
671,V6,v_first,V6,v_first,V1,h_first,V6,v_first,V2,AoS,V6,v_first,3
672,V6,v_first,V6,v_first,V1,h_first,V6,v_first,V6,AoS,V1,h_first,3
673,V6,v_first,V6,v_first,V1,h_first,V6,v_first,V6,AoS,V2,h_first,3
674,V6,v_first,V6,v_first,V1,h_first,V6,v_first,V6,AoS,V6,v_first,3
675,V6,v_first,V6,v_first,V2,h_first,V1,h_first,V1,SoA,V1,h_first,3
676,V6,v_first,V6,v_first,V2,h_first,V1,h_first,V1,SoA,V2,h_first,3
677,V6,v_first,V6,v_first,V2,h_first,V1,h_first,V1,SoA,V6,v_first,3
678,V6,v_first,V6,v_first,V2,h_first,V1,h_first,V2,AoS,V1,h_first,3
679,V6,v_first,V6,v_first,V2,h_first,V1,h_first,V2,AoS,V2,h_first,3
680,V6,v_first,V6,v_first,V2,h_first,V1,h_first,V2,AoS,V6,v_first,3
681,V6,v_first,V6,v_first,V2,h_first,V1,h_first,V6,AoS,V1,h_first,3
682,V6,v_first,V6,v_first,V2,h_first,V1,h_first,V6,AoS,V2,h_first,3
683,V6,v_first,V6,v_first,V2,h_first,V1,h_first,V6,AoS,V6,v_first,3
684,V6,v_first,V6,v_first,V2,h_first,V2,h_first,V1,SoA,V1,h_first,3
685,V6,v_first,V6,v_first,V2,h_first,V2,h_first,V1,SoA,V2,h_first,3
686,V6,v_first,V6,v_first,V2,h_first,V2,h_first,V1,SoA,V6,v_first,3
687,V6,v_first,V6,v_first,V2,h_first,V2,h_first,V2,AoS,V1,h_first,3
688,V6,v_first,V6,v_first,V2,h_first,V2,h_first,V2,AoS,V2,h_first,3
689,V6,v_first,V6,v_first,V2,h_first,V2,h_first,V2,AoS,V6,v_first,3
690,V6,v_first,V6,v_first,V2,h_first,V2,h_first,V6,AoS,V1,h_first,3
691,V6,v_first,V6,v_first,V2,h_first,V2,h_first,V6,AoS,V2,h_first,3
692,V6,v_first,V6,v_first,V2,h_first,V2,h_first,V6,AoS,V6,v_first,3
693,V6,v_first,V6,v_first,V2,h_first,V6,v_first,V1,SoA,V1,h_first,3
694,V6,v_first,V6,v_first,V2,h_first,V6,v_first,V1,SoA,V2,h_first,3
695,V6,v_first,V6,v_first,V2,h_first,V6,v_first,V1,SoA,V6,v_first,3
696,V6,v_first,V6,v_first,V2,h_first,V6,v_first,V2,AoS,V1,h_first,3
697,V6,v_first,V6,v_first,V2,h_first,V6,v_first,V2,AoS,V2,h_first,3
698,V6,v_first,V6,v_first,V2,h_first,V6,v_first,V2,AoS,V6,v_first,3
699,V6,v_first,V6,v_first,V2,h_first,V6,v_first,V6,AoS,V1,h_first,3
700,V6,v_first,V6,v_first,V2,h_first,V6,v_first,V6,AoS,V2,h_first,3
701,V6,v_first,V6,v_first,V2,h_first,V6,v_first,V6,AoS,V6,v_first,3
702,V6,v_first,V6,v_first,V6,v_first,V1,h_first,V1,SoA,V1,h_first,3
703,V6,v_first,V6,v_first,V6,v_first,V1,h_first,V1,SoA,V2,h_first,3
704,V6,v_first,V6,v_first,V6,v_first,V1,h_first,V1,SoA,V6,v_first,3
705,V6,v_first,V6,v_first,V6,v_first,V1,h_first,V2,AoS,V1,h_first,3
706,V6,v_first,V6,v_first,V6,v_first,V1,h_first,V2,AoS,V2,h_first,3
707,V6,v_first,V6,v_first,V6,v_first,V1,h_first,V2,AoS,V6,v_first,3
708,V6,v_first,V6,v_first,V6,v_first,V1,h_first,V6,AoS,V1,h_first,3
709,V6,v_first,V6,v_first,V6,v_first,V1,h_first,V6,AoS,V2,h_first,3
710,V6,v_first,V6,v_first,V6,v_first,V1,h_first,V6,AoS,V6,v_first,3
711,V6,v_first,V6,v_first,V6,v_first,V2,h_first,V1,SoA,V1,h_first,3
712,V6,v_first,V6,v_first,V6,v_first,V2,h_first,V1,SoA,V2,h_first,3
713,V6,v_first,V6,v_first,V6,v_first,V2,h_first,V1,SoA,V6,v_first,3
714,V6,v_first,V6,v_first,V6,v_first,V2,h_first,V2,AoS,V1,h_first,3
715,V6,v_first,V6,v_first,V6,v_first,V2,h_first,V2,AoS,V2,h_first,3
716,V6,v_first,V6,v_first,V6,v_first,V2,h_first,V2,AoS,V6,v_first,3
717,V6,v_first,V6,v_first,V6,v_first,V2,h_first,V6,AoS,V1,h_first,3
718,V6,v_first,V6,v_first,V6,v_first,V2,h_first,V6,AoS,V2,h_first,3
719,V6,v_first,V6,v_first,V6,v_first,V2,h_first,V6,AoS,V6,v_first,3
720,V6,v_first,V6,v_first,V6,v_first,V6,v_first,V1,SoA,V1,h_first,3
721,V6,v_first,V6,v_first,V6,v_first,V6,v_first,V1,SoA,V2,h_first,3
722,V6,v_first,V6,v_first,V6,v_first,V6,v_first,V1,SoA,V6,v_first,3
723,V6,v_first,V6,v_first,V6,v_first,V6,v_first,V2,AoS,V1,h_first,3
724,V6,v_first,V6,v_first,V6,v_first,V6,v_first,V2,AoS,V2,h_first,3
725,V6,v_first,V6,v_first,V6,v_first,V6,v_first,V2,AoS,V6,v_first,3
726,V6,v_first,V6,v_first,V6,v_first,V6,v_first,V6,AoS,V1,h_first,3
727,V6,v_first,V6,v_first,V6,v_first,V6,v_first,V6,AoS,V2,h_first,3
728,V6,v_first,V6,v_first,V6,v_first,V6,v_first,V6,AoS,V6,v_first,3
