nlev,variant,blocking,tile_y,cell_dist,schedule,target,block_bytes,vector_width,mu,delta,delta_numa,delta_max,mu_delta,mu_delta_numa,l1_ratio,beta,alpha,gamma,P_NUMA,T
90,2,0,0,uniform,omp_collapse2,gpu_scalar,128,1,4.497852,1023.146268,1012.320595,2248.405007,4601.960041,4553.267772,0.000000,0.6000,0.4000,0.0500,4,7372800
90,3,0,0,uniform,omp_collapse2,cpu_avx512,64,8,60.992969,15092.341809,12843.704817,335399.930719,920526.732368,783375.686543,0.000000,0.6000,0.4000,0.0500,4,921600
90,2,0,0,uniform,omp_collapse2,cpu_avx512,64,8,39.927930,255.558335,252.689398,5671.886602,10203.915216,10089.364501,0.000000,0.6000,0.4000,0.0500,4,921600
90,3,0,0,uniform,omp_for,cpu_scalar,64,1,0.915274,1844.571335,531.862140,89058.504619,1688.287910,486.799511,0.000000,0.6000,0.4000,0.0500,4,7372800
90,3,0,0,exact,omp_for,cpu_avx512,64,8,7.315813,71.069274,41.703950,1946.707625,519.939817,305.108707,0.000000,0.6000,0.4000,0.0500,4,1351680
90,4,0,0,normal_var1,omp_collapse2,cpu_scalar,64,1,6.923684,58063.888843,49401.489881,128062.408062,402015.999441,342040.289377,0.000000,0.6000,0.4000,0.0500,4,7372800
90,3,0,0,exact,omp_for,gpu_scalar,128,1,0.464488,10.187187,6.034594,326.155178,4.731757,2.802943,0.000000,0.6000,0.4000,0.0500,4,11059200
90,2,0,0,sequential,omp_collapse2,cpu_scalar,64,1,3.124744,1834.839930,1815.413116,4028.745181,5733.404922,5672.701102,0.000000,0.6000,0.4000,0.0500,4,7372800
90,3,0,0,sequential,omp_for,cpu_scalar,64,1,0.773611,1587.365188,456.786781,49315.406500,1228.003779,353.375436,0.000000,0.6000,0.4000,0.0500,4,7372800
90,3,0,0,uniform,omp_for,gpu_scalar,128,1,0.479835,994.578991,286.772223,30418.664143,477.233372,137.600376,0.000000,0.6000,0.4000,0.0500,4,7372800
90,3,0,0,normal_var1,omp_for,cpu_scalar,64,1,0.895210,1112.795995,321.321469,45064.581752,996.184844,287.651052,0.000000,0.6000,0.4000,0.0500,4,7372800
90,4,0,0,normal_var1,omp_collapse2,gpu_scalar,128,1,6.611183,29889.484216,20400.134579,65933.995232,197604.845856,134869.020094,0.000000,0.6000,0.4000,0.0500,4,7372800
90,2,0,0,exact,omp_collapse2,cpu_scalar,64,1,1.802434,39.050035,38.771783,66.621167,70.385092,69.883554,0.000000,0.6000,0.4000,0.0500,4,11059200
90,4,0,0,sequential,omp_collapse2,cpu_scalar,64,1,6.624976,60456.669708,51440.974564,132804.449654,400523.960825,340795.200605,0.000000,0.6000,0.4000,0.0500,4,7372800
90,1,0,0,uniform,omp_for,gpu_warp32,128,32,141.650391,36.926385,36.793470,3410.056133,5230.636930,5211.809435,0.000000,0.6000,0.4000,0.0500,4,230400
90,3,0,0,sequential,omp_for,gpu_scalar,128,1,0.397917,931.212423,268.491939,16935.780978,370.545117,106.836270,0.000000,0.6000,0.4000,0.0500,4,7372800
90,2,0,0,exact,omp_collapse2,gpu_scalar,128,1,1.011410,21.418074,21.271316,30.747246,21.662448,21.514009,0.000000,0.6000,0.4000,0.0500,4,11059200
90,4,0,0,sequential,omp_collapse2,gpu_scalar,128,1,6.312476,31133.644310,21252.414304,68398.338099,196530.369611,134155.346436,0.000000,0.6000,0.4000,0.0500,4,7372800
90,3,0,0,normal_var4,omp_collapse2,cpu_avx512,64,8,52.070545,8855.485681,7536.027233,196918.280059,461109.963083,392405.042987,0.000000,0.6000,0.4000,0.0500,4,921600
90,4,0,0,uniform,omp_collapse2,gpu_scalar,128,1,7.312427,53453.179835,36488.848363,117509.847918,390872.462520,266822.031129,0.000000,0.6000,0.4000,0.0500,4,7372800
90,2,0,0,exact,omp_collapse2,cpu_avx512,64,8,10.509447,13.414258,12.736039,48.394106,140.976432,133.848627,0.000000,0.6000,0.4000,0.0500,4,1382400
90,4,0,0,normal_var4,omp_for,cpu_avx512,64,8,7.259949,5708.017899,1635.564641,93850.642005,41439.932618,11873.636766,0.000000,0.6000,0.4000,0.0500,4,901120
90,3,0,0,normal_var4,omp_collapse2,gpu_scalar,128,1,6.783777,29091.204116,19859.985504,64151.936882,197348.237004,134725.711340,0.000000,0.6000,0.4000,0.0500,4,7372800
90,3,0,0,exact,omp_collapse2,cpu_scalar,64,1,6.097404,731.793558,624.875456,2191.106943,4462.041110,3810.117551,0.000000,0.6000,0.4000,0.0500,4,11059200
90,4,0,0,uniform,omp_collapse2,cpu_avx512,64,8,60.992969,15078.198227,12831.674785,334878.028953,919664.073297,782641.939203,0.000000,0.6000,0.4000,0.0500,4,921600
90,3,0,0,sequential,omp_collapse2,gpu_warp32,128,32,201.962565,1288.063008,880.431537,107543.687687,260140.509014,177814.211642,0.000000,0.6000,0.4000,0.0500,4,230400
90,4,0,0,normal_var4,omp_for,gpu_warp32,128,32,16.766290,13995.697039,4013.026612,53203.354586,234656.112014,67281.170354,0.000000,0.6000,0.4000,0.0500,4,163840
90,4,0,0,exact,omp_for,cpu_scalar,64,1,0.901681,17.712569,10.436798,983.317011,15.971057,9.410575,0.000000,0.6000,0.4000,0.0500,4,11059200
90,4,0,0,sequential,omp_for,cpu_scalar,64,1,0.773611,1585.177840,456.137030,49309.355951,1226.311622,352.872781,0.000000,0.6000,0.4000,0.0500,4,7372800
90,3,0,0,exact,omp_collapse2,gpu_scalar,128,1,5.784904,373.726691,253.510000,1082.801647,2161.973100,1466.531015,0.000000,0.6000,0.4000,0.0500,4,11059200
90,4,0,0,uniform,omp_for,cpu_scalar,64,1,0.915274,1841.893624,531.034928,89051.802446,1685.837071,486.042385,0.000000,0.6000,0.4000,0.0500,4,7372800
90,3,0,0,normal_var1,omp_collapse2,gpu_scalar,128,1,6.611183,29924.757422,20424.083476,66036.355411,197838.043468,135027.350641,0.000000,0.6000,0.4000,0.0500,4,7372800
90,4,0,0,sequential,omp_for,gpu_scalar,128,1,0.397917,930.689685,268.336869,16934.282372,370.337111,106.774565,0.000000,0.6000,0.4000,0.0500,4,7372800
90,4,0,0,sequential,omp_for,cpu_avx512,64,8,6.284090,6942.091951,1999.791441,108146.746238,43624.737371,12566.946824,0.000000,0.6000,0.4000,0.0500,4,901120
90,4,0,0,uniform,omp_for,gpu_scalar,128,1,0.479835,993.945106,286.608465,30416.958978,476.929212,137.521801,0.000000,0.6000,0.4000,0.0500,4,7372800
90,4,0,0,normal_var1,omp_for,gpu_warp32,128,32,16.693811,14107.567372,4067.784879,53513.018126,235509.027470,67906.847842,0.000000,0.6000,0.4000,0.0500,4,163840
90,3,0,0,sequential,omp_collapse2,gpu_scalar,128,1,6.312476,31168.243122,21276.141614,68503.225718,196748.773766,134305.124502,0.000000,0.6000,0.4000,0.0500,4,7372800
90,4,0,0,normal_var4,omp_for,gpu_scalar,128,1,0.467655,582.784226,167.114835,15524.438845,272.542368,78.147422,0.000000,0.6000,0.4000,0.0500,4,7372800
90,3,0,0,sequential,omp_collapse2,cpu_avx512,64,8,52.998340,8725.561743,7424.787205,193389.161671,462440.286582,393501.395569,0.000000,0.6000,0.4000,0.0500,4,921600
90,4,0,0,normal_var1,omp_for,gpu_scalar,128,1,0.465594,622.711871,179.667744,15767.644715,289.930463,83.652860,0.000000,0.6000,0.4000,0.0500,4,7372800
90,1,0,0,normal_var4,omp_for,cpu_scalar,64,1,3.267627,1759.675417,1759.609848,3981.067132,5749.962821,5749.748566,0.000000,0.6000,0.4000,0.0500,4,7372800
90,3,0,0,normal_var1,omp_collapse2,cpu_avx512,64,8,52.232650,8844.353603,7525.507359,196204.300087,461964.023803,393077.189824,0.000000,0.6000,0.4000,0.0500,4,921600
90,0,128,0,uniform,omp_collapse2,cpu_scalar,64,1,554.723264,29.920746,9.143291,626955.127032,16597.733825,5071.997104,0.625000,0.6000,0.4000,0.0500,4,57600
90,0,128,0,uniform,omp_collapse2,gpu_scalar,128,1,523.966319,15.967979,4.745294,327699.022300,8366.677032,2486.373358,0.625000,0.6000,0.4000,0.0500,4,57600
90,0,128,0,uniform,omp_collapse2,cpu_avx512,64,8,554.723264,29.920746,9.143291,626955.127032,16597.733825,5071.997104,0.625000,0.6000,0.4000,0.0500,4,57600
90,0,128,0,uniform,omp_collapse2,gpu_warp32,128,32,523.966319,15.967979,4.745294,327699.022300,8366.677032,2486.373358,0.625000,0.6000,0.4000,0.0500,4,57600
90,0,128,0,uniform,omp_for,gpu_warp32,128,32,523.966319,15.967979,4.745294,327699.022300,8366.677032,2486.373358,0.625000,0.6000,0.4000,0.0500,4,57600
90,0,128,0,uniform,omp_for,cpu_scalar,64,1,554.723264,29.920746,9.143291,626955.127032,16597.733825,5071.997104,0.625000,0.6000,0.4000,0.0500,4,57600
90,0,128,0,uniform,omp_for,cpu_avx512,64,8,554.723264,29.920746,9.143291,626955.127032,16597.733825,5071.997104,0.625000,0.6000,0.4000,0.0500,4,57600
90,0,128,0,exact,omp_for,cpu_scalar,64,1,82.390972,17.710876,10.657603,22473.691861,1459.189898,877.894430,0.625000,0.6000,0.4000,0.0500,4,86400
90,0,8,0,uniform,omp_for,cpu_scalar,64,1,35.032509,255.418537,73.337946,579894.614996,8947.952247,2569.211497,0.039062,0.6000,0.4000,0.0500,4,921600
90,0,64,0,normal_var4,omp_for,cpu_scalar,64,1,161.513194,32.475100,10.068091,539436.679370,5245.156465,1626.128933,0.312500,0.6000,0.4000,0.0500,4,115200
90,0,16,0,normal_var4,omp_for,cpu_scalar,64,1,41.857986,99.933313,29.020210,506509.723856,4183.006480,1214.721501,0.078125,0.6000,0.4000,0.0500,4,460800
90,0,128,0,uniform,omp_for,gpu_scalar,128,1,523.966319,15.967979,4.745294,327699.022300,8366.677032,2486.373358,0.625000,0.6000,0.4000,0.0500,4,57600
90,0,8,0,sequential,omp_collapse2,cpu_scalar,64,1,21.046376,196.643750,56.684760,483147.177989,4138.639351,1193.012803,0.039062,0.6000,0.4000,0.0500,4,921600
90,0,128,0,normal_var4,omp_collapse2,cpu_scalar,64,1,319.698264,26.026878,8.796549,544581.201060,8320.747122,2812.238649,0.625000,0.6000,0.4000,0.0500,4,57600
90,0,8,0,normal_var4,omp_for,cpu_scalar,64,1,21.840809,190.241904,54.748233,465706.206167,4155.040826,1195.731499,0.039062,0.6000,0.4000,0.0500,4,921600
90,0,128,0,sequential,omp_for,cpu_scalar,64,1,318.898264,26.020503,8.742544,545946.668012,8297.894383,2787.980584,0.625000,0.6000,0.4000,0.0500,4,57600
90,0,8,0,sequential,omp_for,cpu_scalar,64,1,21.046376,196.643750,56.684760,483147.177989,4138.639351,1193.012803,0.039062,0.6000,0.4000,0.0500,4,921600
90,0,128,0,exact,omp_for,gpu_warp32,128,32,44.469444,10.137847,5.830501,12234.516949,450.811419,259.257717,0.625000,0.6000,0.4000,0.0500,4,86400
90,0,8,0,exact,omp_for,cpu_scalar,64,1,9.650412,10.154089,5.136120,10738.016490,98.004710,49.606966,0.039062,0.6000,0.4000,0.0500,4,1382400
90,0,128,0,normal_var1,omp_collapse2,cpu_scalar,64,1,319.592014,25.973717,8.772029,545173.402510,8300.994953,2803.471187,0.625000,0.6000,0.4000,0.0500,4,57600
90,0,128,0,normal_var4,omp_for,cpu_scalar,64,1,319.698264,26.026878,8.796549,544581.201060,8320.747122,2812.238649,0.625000,0.6000,0.4000,0.0500,4,57600
90,0,64,0,sequential,omp_for,cpu_scalar,64,1,160.728819,32.381379,10.034560,542051.037840,5204.620490,1612.843760,0.312500,0.6000,0.4000,0.0500,4,115200
90,0,128,0,normal_var1,omp_for,cpu_scalar,64,1,319.592014,25.973717,8.772029,545173.402510,8300.994953,2803.471187,0.625000,0.6000,0.4000,0.0500,4,57600
90,0,64,0,normal_var4,omp_for,gpu_warp32,128,32,144.483941,19.147365,5.757738,299466.779531,2766.486140,831.899799,0.312500,0.6000,0.4000,0.0500,4,115200
90,0,128,0,sequential,omp_for,gpu_warp32,128,32,283.296007,14.672189,4.602670,303284.906272,4156.574907,1303.916246,0.625000,0.6000,0.4000,0.0500,4,57600
90,0,64,0,normal_var1,omp_collapse2,cpu_scalar,64,1,161.342101,32.302986,9.983165,540129.052202,5211.832706,1610.709036,0.312500,0.6000,0.4000,0.0500,4,115200
90,0,16,0,normal_var1,omp_collapse2,cpu_scalar,64,1,41.684744,100.750837,29.138378,508523.385716,4199.773396,1214.626673,0.078125,0.6000,0.4000,0.0500,4,460800
90,0,64,0,sequential,omp_for,gpu_warp32,128,32,143.729253,19.106591,5.738777,301102.633604,2746.178766,824.830263,0.312500,0.6000,0.4000,0.0500,4,115200
90,0,128,0,sequential,omp_collapse2,cpu_scalar,64,1,318.898264,26.020503,8.742544,545946.668012,8297.894383,2787.980584,0.625000,0.6000,0.4000,0.0500,4,57600
90,0,64,0,uniform,omp_collapse2,cpu_scalar,64,1,278.899132,39.458954,11.600405,623982.612100,11005.072255,3235.345652,0.312500,0.6000,0.4000,0.0500,4,115200
90,0,32,0,sequential,omp_collapse2,cpu_scalar,64,1,81.040191,54.413339,16.058323,533271.685617,4409.666431,1301.370378,0.156250,0.6000,0.4000,0.0500,4,230400
90,0,128,0,normal_var1,omp_for,cpu_avx512,64,8,319.592014,25.973717,8.772029,545173.402510,8300.994953,2803.471187,0.625000,0.6000,0.4000,0.0500,4,57600
90,0,16,0,sequential,omp_for,cpu_scalar,64,1,41.070681,101.784445,29.609257,516244.249628,4180.358139,1216.074824,0.078125,0.6000,0.4000,0.0500,4,460800
90,0,64,0,exact,omp_for,cpu_scalar,64,1,44.856424,13.277123,7.359974,18286.942284,595.496831,330.027455,0.312500,0.6000,0.4000,0.0500,4,172800
90,0,64,0,exact,omp_for,cpu_avx512,64,8,44.856424,13.277123,7.359974,18286.942284,595.496831,330.027455,0.312500,0.6000,0.4000,0.0500,4,172800
90,0,64,0,normal_var1,omp_for,gpu_warp32,128,32,144.331597,19.048217,5.707252,299873.239744,2749.258268,823.738257,0.312500,0.6000,0.4000,0.0500,4,115200
90,0,64,0,normal_var1,omp_for,gpu_scalar,128,1,144.331597,19.048217,5.707252,299873.239744,2749.258268,823.738257,0.312500,0.6000,0.4000,0.0500,4,115200
90,0,64,0,uniform,omp_for,cpu_avx512,64,8,278.899132,39.458954,11.600405,623982.612100,11005.072255,3235.345652,0.312500,0.6000,0.4000,0.0500,4,115200
90,0,64,0,normal_var1,omp_for,cpu_scalar,64,1,161.342101,32.302986,9.983165,540129.052202,5211.832706,1610.709036,0.312500,0.6000,0.4000,0.0500,4,115200
90,0,8,0,uniform,omp_collapse2,cpu_scalar,64,1,35.032509,255.418537,73.337946,579894.614996,8947.952247,2569.211497,0.039062,0.6000,0.4000,0.0500,4,921600
90,0,64,0,uniform,omp_for,cpu_scalar,64,1,278.899132,39.458954,11.600405,623982.612100,11005.072255,3235.345652,0.312500,0.6000,0.4000,0.0500,4,115200
90,0,32,0,sequential,omp_collapse2,gpu_warp32,128,32,72.751736,32.790666,9.583383,296071.267036,2385.576882,697.207688,0.156250,0.6000,0.4000,0.0500,4,230400
90,0,64,0,exact,omp_for,gpu_warp32,128,32,25.018056,8.138597,4.259253,10081.642423,203.591424,106.517724,0.312500,0.6000,0.4000,0.0500,4,172800
90,0,64,0,exact,omp_for,gpu_scalar,128,1,25.018056,8.138597,4.259253,10081.642423,203.591424,106.517724,0.312500,0.6000,0.4000,0.0500,4,172800
90,0,32,0,exact,omp_collapse2,cpu_scalar,64,1,25.456597,10.288860,5.283448,15701.361149,261.888129,134.450738,0.156250,0.6000,0.4000,0.0500,4,345600
90,0,8,0,uniform,omp_collapse2,gpu_warp32,128,32,17.516254,136.782395,39.268067,144981.034891,2395.915254,687.829235,0.039062,0.6000,0.4000,0.0500,4,921600
90,0,8,0,uniform,omp_collapse2,cpu_avx512,64,8,35.032509,255.418537,73.337946,579894.614996,8947.952247,2569.211497,0.039062,0.6000,0.4000,0.0500,4,921600
90,0,8,0,exact,omp_for,cpu_avx512,64,8,9.650412,10.154089,5.136120,10738.016490,98.004710,49.606966,0.039062,0.6000,0.4000,0.0500,4,1382400
90,0,16,0,normal_var1,omp_collapse2,gpu_scalar,128,1,37.579188,60.855216,17.543089,281507.563131,2286.890173,659.255723,0.078125,0.6000,0.4000,0.0500,4,460800
90,0,16,0,normal_var4,omp_collapse2,cpu_scalar,64,1,41.857986,99.933313,29.020210,506509.723856,4183.006480,1214.721501,0.078125,0.6000,0.4000,0.0500,4,460800
90,0,16,0,normal_var1,omp_collapse2,cpu_avx512,64,8,41.684744,100.750837,29.138378,508523.385716,4199.773396,1214.626673,0.078125,0.6000,0.4000,0.0500,4,460800
90,0,32,0,exact,omp_collapse2,gpu_scalar,128,1,14.906163,6.966987,3.425162,8808.602933,103.833934,51.029240,0.156250,0.6000,0.4000,0.0500,4,345600
90,0,128,0,exact,omp_for,cpu_avx512,64,8,82.390972,17.710876,10.657603,22473.691861,1459.189898,877.894430,0.625000,0.6000,0.4000,0.0500,4,86400
90,0,128,0,exact,omp_for,gpu_scalar,128,1,44.469444,10.137847,5.830501,12234.516949,450.811419,259.257717,0.625000,0.6000,0.4000,0.0500,4,86400
90,0,64,0,normal_var4,omp_for,cpu_avx512,64,8,161.513194,32.475100,10.068091,539436.679370,5245.156465,1626.128933,0.312500,0.6000,0.4000,0.0500,4,115200
90,0,16,0,uniform,omp_collapse2,cpu_scalar,64,1,70.016189,129.940636,37.259837,604927.204382,9097.946161,2608.793369,0.078125,0.6000,0.4000,0.0500,4,460800
90,0,16,0,normal_var4,omp_collapse2,gpu_warp32,128,32,37.749501,60.308567,17.467537,280266.531705,2276.617757,659.387069,0.078125,0.6000,0.4000,0.0500,4,460800
90,0,128,0,normal_var4,omp_collapse2,gpu_warp32,128,32,284.086632,14.672550,4.633683,302428.415886,4168.276182,1316.365705,0.625000,0.6000,0.4000,0.0500,4,57600
90,0,128,0,normal_var1,omp_collapse2,gpu_warp32,128,32,284.014757,14.640605,4.620422,302728.890682,4158.148375,1312.266248,0.625000,0.6000,0.4000,0.0500,4,57600
90,0,16,0,normal_var4,omp_for,gpu_scalar,128,1,37.749501,60.308567,17.467537,280266.531705,2276.617757,659.387069,0.078125,0.6000,0.4000,0.0500,4,460800
90,0,16,0,normal_var4,omp_collapse2,cpu_avx512,64,8,41.857986,99.933313,29.020210,506509.723856,4183.006480,1214.721501,0.078125,0.6000,0.4000,0.0500,4,460800
90,0,16,0,normal_var4,omp_collapse2,gpu_scalar,128,1,37.749501,60.308567,17.467537,280266.531705,2276.617757,659.387069,0.078125,0.6000,0.4000,0.0500,4,460800
90,0,128,0,normal_var4,omp_collapse2,gpu_scalar,128,1,284.086632,14.672550,4.633683,302428.415886,4168.276182,1316.365705,0.625000,0.6000,0.4000,0.0500,4,57600
90,0,128,0,normal_var4,omp_for,gpu_warp32,128,32,284.086632,14.672550,4.633683,302428.415886,4168.276182,1316.365705,0.625000,0.6000,0.4000,0.0500,4,57600
90,0,16,0,uniform,omp_collapse2,cpu_avx512,64,8,70.016189,129.940636,37.259837,604927.204382,9097.946161,2608.793369,0.078125,0.6000,0.4000,0.0500,4,460800
90,0,64,0,normal_var4,omp_for,gpu_scalar,128,1,144.483941,19.147365,5.757738,299466.779531,2766.486140,831.899799,0.312500,0.6000,0.4000,0.0500,4,115200
90,0,8,0,normal_var1,omp_for,cpu_scalar,64,1,21.672255,191.876400,55.113233,469247.711775,4158.385697,1194.445738,0.039062,0.6000,0.4000,0.0500,4,921600
90,0,128,0,sequential,omp_for,gpu_scalar,128,1,283.296007,14.672189,4.602670,303284.906272,4156.574907,1303.916246,0.625000,0.6000,0.4000,0.0500,4,57600
90,0,16,0,normal_var4,omp_for,cpu_avx512,64,8,41.857986,99.933313,29.020210,506509.723856,4183.006480,1214.721501,0.078125,0.6000,0.4000,0.0500,4,460800
90,0,128,0,normal_var4,omp_collapse2,cpu_avx512,64,8,319.698264,26.026878,8.796549,544581.201060,8320.747122,2812.238649,0.625000,0.6000,0.4000,0.0500,4,57600
90,0,8,0,sequential,omp_collapse2,gpu_warp32,128,32,10.523188,109.996780,31.705695,120793.178101,1157.517062,333.646078,0.039062,0.6000,0.4000,0.0500,4,921600
90,0,8,0,normal_var1,omp_for,gpu_warp32,128,32,10.836127,106.973815,30.703566,117317.960337,1159.179000,332.712351,0.039062,0.6000,0.4000,0.0500,4,921600
90,0,8,0,normal_var1,omp_for,cpu_avx512,64,8,21.672255,191.876400,55.113233,469247.711775,4158.385697,1194.445738,0.039062,0.6000,0.4000,0.0500,4,921600
90,0,32,0,exact,omp_for,cpu_scalar,64,1,25.456597,10.288860,5.283448,15701.361149,261.888129,134.450738,0.156250,0.6000,0.4000,0.0500,4,345600
90,0,128,0,normal_var4,omp_for,gpu_scalar,128,1,284.086632,14.672550,4.633683,302428.415886,4168.276182,1316.365705,0.625000,0.6000,0.4000,0.0500,4,57600
90,0,64,0,sequential,omp_for,gpu_scalar,128,1,143.729253,19.106591,5.738777,301102.633604,2746.178766,824.830263,0.312500,0.6000,0.4000,0.0500,4,115200
90,0,64,0,exact,omp_collapse2,cpu_scalar,64,1,44.856424,13.277123,7.359974,18286.942284,595.496831,330.027455,0.312500,0.6000,0.4000,0.0500,4,172800
90,0,128,0,normal_var1,omp_for,gpu_warp32,128,32,284.014757,14.640605,4.620422,302728.890682,4158.148375,1312.266248,0.625000,0.6000,0.4000,0.0500,4,57600
